User ID,Name,Email Address,Username,Date of Birth,Location,Membership Start Date,Membership End Date,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,Membership Duration (Days),Age,Days Since Membership Start,Gender__Female,Gender__Male,Plan__Annual,Plan__Monthly,Uses_Mobile,Uses_Desktop,Uses_Tablet,Uses_Smart TV,Genre_['Documentary'],Genre_['Horror'],Genre_['Comedy'],Genre_['Action'],Genre_['Drama'],Genre_['Sci-Fi'],Genre_['Romance'],Churned
298,Bryan Robertson,vduke@example.net,vduke,1940-05-09,Mitchellbury,2024-04-11,2025-04-11,Mastercard,Manual,Occasional,['Books'],['Drama'],['Smart TV'],Low,5.0,9,365,85,285,False,True,True,False,0,0,0,1,0,0,0,0,1,0,0,0
299,Amy Luna,vbrown@example.org,vbrown,1993-12-11,West Maria,2024-04-04,2025-04-04,Amex,Manual,Regular,['Books'],['Action'],['Tablet'],Low,3.9,9,365,32,292,True,False,False,True,0,0,1,0,0,0,0,1,0,0,0,0
300,Justin Sherman,frodriguez@example.net,frodriguez,2000-08-31,Daviston,2024-01-05,2025-01-04,Mastercard,Manual,Frequent,['Electronics'],['Documentary'],['Tablet'],Low,3.7,2,365,25,382,True,False,True,False,0,0,1,0,1,0,0,0,0,0,0,1
301,Andre Ortiz,zross@example.org,zross,1974-11-22,Kathleenmouth,2024-01-02,2025-01-01,Mastercard,Auto-renew,Regular,['Books'],['Horror'],['Tablet'],High,4.5,9,365,51,385,False,True,False,True,0,0,1,0,0,1,0,0,0,0,0,1
302,Carrie Benton,gsantos@example.net,gsantos,1947-06-13,Lake Lisamouth,2024-02-21,2025-02-20,Amex,Manual,Regular,['Books'],['Comedy'],['Smartphone'],High,3.6,9,365,78,335,False,True,False,True,0,0,0,0,0,0,1,0,0,0,0,0
303,Jordan Jacobs,kim65@example.org,kim65,1945-08-12,New Melvin,2024-02-17,2025-02-16,Mastercard,Auto-renew,Frequent,['Clothing'],['Romance'],['Tablet'],High,4.4,1,365,80,339,True,False,True,False,0,0,1,0,0,0,0,0,0,0,1,0
304,Shannon Jackson,craigjackson@example.org,craigjackson,1981-04-17,Ginaville,2024-03-29,2025-03-29,Visa,Auto-renew,Frequent,['Clothing'],['Drama'],['Smartphone'],Low,4.5,4,365,44,298,True,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0
305,Eric Yates,rsanders@example.org,rsanders,1947-05-22,Ginaside,2024-01-03,2025-01-02,Amex,Auto-renew,Frequent,['Books'],['Action'],['Tablet'],Medium,4.6,10,365,78,384,True,False,False,True,0,0,1,0,0,0,0,1,0,0,0,1
306,John Black,dylananderson@example.org,dylananderson,1992-10-13,Port Patriciamouth,2024-02-12,2025-02-11,Amex,Manual,Regular,['Electronics'],['Comedy'],['Tablet'],High,4.4,0,365,33,344,True,False,False,True,0,0,1,0,0,0,1,0,0,0,0,0
307,Diane Cannon,jessicaruiz@example.net,jessicaruiz,2004-02-24,Dustinview,2024-02-05,2025-02-04,Visa,Manual,Occasional,['Clothing'],['Drama'],['Tablet'],Low,3.2,8,365,21,351,True,False,False,True,0,0,1,0,0,0,0,0,1,0,0,0
308,Patrick Martinez,montgomerysarah@example.net,montgomerysarah,2005-08-25,West Tammy,2024-01-13,2025-01-12,Visa,Manual,Occasional,['Clothing'],['Documentary'],['Tablet'],High,4.7,8,365,20,374,False,True,True,False,0,0,1,0,1,0,0,0,0,0,0,1
309,Veronica Cox,rmartin@example.net,rmartin,1971-09-03,Lake Dylan,2024-03-11,2025-03-11,Amex,Manual,Frequent,['Electronics'],['Horror'],['Smartphone'],Low,3.8,8,365,54,316,False,True,True,False,0,0,0,0,0,1,0,0,0,0,0,0
310,Nancy Turner,henryhannah@example.net,henryhannah,1989-05-26,West Lindaville,2024-01-12,2025-01-11,Amex,Manual,Regular,['Electronics'],['Documentary'],['Smartphone'],Medium,4.0,3,365,36,375,True,False,False,True,0,0,0,0,1,0,0,0,0,0,0,1
311,Rachel Fields DVM,marilyn42@example.com,marilyn42,1986-02-28,Alexisborough,2024-01-29,2025-01-28,Mastercard,Manual,Regular,['Clothing'],['Documentary'],['Tablet'],High,4.9,5,365,39,358,True,False,False,True,0,0,1,0,1,0,0,0,0,0,0,0
312,Daniel Osborn,coxlouis@example.com,coxlouis,1995-11-09,Loweborough,2024-01-12,2025-01-11,Visa,Auto-renew,Occasional,['Books'],['Romance'],['Tablet'],Medium,3.4,2,365,30,375,False,True,True,False,0,0,1,0,0,0,0,0,0,0,1,1
313,Richard Brewer,fmccarthy@example.com,fmccarthy,1979-11-07,South Erik,2024-04-06,2025-04-06,Amex,Manual,Occasional,['Books'],['Horror'],['Tablet'],Low,3.3,4,365,46,290,True,False,False,True,0,0,1,0,0,1,0,0,0,0,0,0
314,Joseph Davis,rgreer@example.org,rgreer,1997-11-26,South Brandon,2024-04-13,2025-04-13,Mastercard,Auto-renew,Frequent,['Books'],['Documentary'],['Smartphone'],High,3.6,1,365,28,283,False,True,False,True,0,0,0,0,1,0,0,0,0,0,0,0
315,Sarah Wilson,matthewgutierrez@example.org,matthewgutierrez,1935-08-25,Harrisbury,2024-01-30,2025-01-29,Amex,Auto-renew,Occasional,['Books'],['Sci-Fi'],['Smart TV'],Medium,4.3,8,365,90,357,False,True,False,True,0,0,0,1,0,0,0,0,0,1,0,0
316,Christy Schultz,nayala@example.org,nayala,1936-12-21,Port Zacharyborough,2024-03-07,2025-03-07,Mastercard,Auto-renew,Regular,['Books'],['Action'],['Smart TV'],High,3.4,4,365,89,320,True,False,True,False,0,0,0,1,0,0,0,1,0,0,0,0
317,Javier Vang,jchang@example.net,jchang,1953-07-15,Lake Sandrafort,2024-02-27,2025-02-26,Amex,Manual,Frequent,['Clothing'],['Drama'],['Smartphone'],Medium,4.2,1,365,72,329,True,False,False,True,0,0,0,0,0,0,0,0,1,0,0,0
318,Maria Savage,linda39@example.org,linda39,1952-06-14,Allenmouth,2024-02-03,2025-02-02,Mastercard,Auto-renew,Occasional,['Electronics'],['Romance'],['Tablet'],High,4.4,10,365,73,353,False,True,False,True,0,0,1,0,0,0,0,0,0,0,1,0
319,Ryan Brown,jared97@example.org,jared97,1978-10-06,East Mandyton,2024-02-06,2025-02-05,Amex,Auto-renew,Occasional,['Electronics'],['Drama'],['Tablet'],Low,4.1,4,365,47,350,True,False,True,False,0,0,1,0,0,0,0,0,1,0,0,0
320,Melanie Cooper,tonyamckenzie@example.net,tonyamckenzie,1963-08-12,Lake Anna,2024-01-16,2025-01-15,Visa,Manual,Frequent,['Books'],['Drama'],['Tablet'],Medium,3.6,5,365,62,371,False,True,True,False,0,0,1,0,0,0,0,0,1,0,0,1
321,Christina Rogers,hallkendra@example.net,hallkendra,1959-01-10,West Justin,2024-03-11,2025-03-11,Mastercard,Auto-renew,Frequent,['Books'],['Comedy'],['Tablet'],Medium,3.4,10,365,66,316,True,False,False,True,0,0,1,0,0,0,1,0,0,0,0,0
322,Rachael Jarvis,arthur24@example.org,arthur24,1995-04-09,Travisview,2024-01-28,2025-01-27,Mastercard,Auto-renew,Regular,['Books'],['Romance'],['Smart TV'],High,3.4,8,365,30,359,False,True,True,False,0,0,0,1,0,0,0,0,0,0,1,0
323,Mark Vasquez,thompsonevelyn@example.org,thompsonevelyn,2005-10-22,Martinezhaven,2024-03-03,2025-03-03,Mastercard,Manual,Frequent,['Clothing'],['Comedy'],['Tablet'],Medium,4.2,0,365,20,324,False,True,True,False,0,0,1,0,0,0,1,0,0,0,0,0
324,Mr. Kevin Johnson DVM,tinarusso@example.net,tinarusso,1961-03-19,Hancockburgh,2024-02-18,2025-02-17,Amex,Manual,Regular,['Electronics'],['Horror'],['Smartphone'],Low,4.0,9,365,64,338,False,True,False,True,0,0,0,0,0,1,0,0,0,0,0,0
325,John Moses,joshua91@example.com,joshua91,1966-03-08,North Reneebury,2024-02-15,2025-02-14,Visa,Auto-renew,Occasional,['Clothing'],['Drama'],['Tablet'],Low,3.1,10,365,59,341,False,True,True,False,0,0,1,0,0,0,0,0,1,0,0,0
326,John Velez,marcushicks@example.net,marcushicks,1969-05-18,Nathanielland,2024-03-31,2025-03-31,Amex,Manual,Frequent,['Books'],['Action'],['Smart TV'],Low,5.0,10,365,56,296,True,False,False,True,0,0,0,1,0,0,0,1,0,0,0,0
327,James Kim,bonnielewis@example.org,bonnielewis,1990-03-31,Rodriguezhaven,2024-03-17,2025-03-17,Amex,Manual,Regular,['Electronics'],['Drama'],['Smart TV'],Medium,3.6,5,365,35,310,True,False,False,True,0,0,0,1,0,0,0,0,1,0,0,0
328,Dr. Michele Butler,hjohnston@example.net,hjohnston,1997-09-16,Lucaston,2024-02-20,2025-02-19,Amex,Auto-renew,Regular,['Books'],['Documentary'],['Smart TV'],Medium,3.9,3,365,28,336,False,True,False,True,0,0,0,1,1,0,0,0,0,0,0,0
329,Alexander Kelley,opitts@example.com,opitts,1994-10-29,Port Mark,2024-03-28,2025-03-28,Visa,Auto-renew,Frequent,['Books'],['Documentary'],['Smart TV'],Low,3.8,8,365,31,299,True,False,False,True,0,0,0,1,1,0,0,0,0,0,0,0
330,Catherine Dunlap,spierce@example.net,spierce,1988-06-03,Lake Matthew,2024-04-11,2025-04-11,Visa,Auto-renew,Frequent,['Electronics'],['Sci-Fi'],['Smart TV'],Medium,3.7,7,365,37,285,False,True,True,False,0,0,0,1,0,0,0,0,0,1,0,0
331,Cheryl Spence,matthewjohnson@example.org,matthewjohnson,1945-04-28,Deanland,2024-03-22,2025-03-22,Mastercard,Manual,Regular,['Books'],['Comedy'],['Smartphone'],Medium,3.4,8,365,80,305,False,True,True,False,0,0,0,0,0,0,1,0,0,0,0,0
332,Jacob Black,felicia70@example.com,felicia70,1952-10-15,Floresside,2024-01-08,2025-01-07,Amex,Auto-renew,Occasional,['Books'],['Horror'],['Tablet'],Medium,3.1,1,365,73,379,True,False,False,True,0,0,1,0,0,1,0,0,0,0,0,1
333,Morgan Wilkinson,nashtyler@example.com,nashtyler,1950-04-08,Josephfurt,2024-01-04,2025-01-03,Amex,Manual,Occasional,['Clothing'],['Comedy'],['Smartphone'],Medium,4.8,6,365,75,383,True,False,False,True,0,0,0,0,0,0,1,0,0,0,0,1
334,Nicole Robinson,huberisaac@example.com,huberisaac,1968-04-18,Port Heather,2024-02-05,2025-02-04,Visa,Auto-renew,Frequent,['Electronics'],['Romance'],['Smartphone'],Medium,5.0,9,365,57,351,False,True,False,True,0,0,0,0,0,0,0,0,0,0,1,0
335,Anne Mcmillan,trobertson@example.org,trobertson,1985-12-23,Troybury,2024-01-17,2025-01-16,Visa,Auto-renew,Regular,['Clothing'],['Romance'],['Smart TV'],High,3.8,7,365,40,370,False,True,False,True,0,0,0,1,0,0,0,0,0,0,1,1
336,Jeffery Diaz,ghumphrey@example.com,ghumphrey,1996-06-21,New Nicholasmouth,2024-02-21,2025-02-20,Visa,Auto-renew,Regular,['Books'],['Drama'],['Tablet'],Low,5.0,4,365,29,335,True,False,True,False,0,0,1,0,0,0,0,0,1,0,0,0
337,Carlos Rodriguez,jwilkins@example.net,jwilkins,1973-07-10,Whitneyfort,2024-01-03,2025-01-02,Visa,Auto-renew,Occasional,['Books'],['Drama'],['Smartphone'],High,3.7,10,365,52,384,False,True,True,False,0,0,0,0,0,0,0,0,1,0,0,1
338,Shannon Stevens,jwilson@example.com,jwilson,1989-11-19,West Thomas,2024-01-05,2025-01-04,Mastercard,Manual,Frequent,['Books'],['Documentary'],['Smart TV'],Medium,3.8,3,365,36,382,False,True,False,True,0,0,0,1,1,0,0,0,0,0,0,1
339,Mitchell Hansen,irogers@example.org,irogers,1974-02-24,Hudsonville,2024-01-13,2025-01-12,Mastercard,Auto-renew,Frequent,['Electronics'],['Action'],['Tablet'],High,5.0,8,365,51,374,True,False,True,False,0,0,1,0,0,0,0,1,0,0,0,1
340,Kerry Johnson,nschneider@example.com,nschneider,1961-06-10,North Melissachester,2024-01-27,2025-01-26,Amex,Auto-renew,Regular,['Books'],['Action'],['Smartphone'],Medium,3.8,1,365,64,360,True,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0
341,Jonathan Soto,rfrench@example.org,rfrench,1936-12-09,West Mariah,2024-03-16,2025-03-16,Mastercard,Auto-renew,Regular,['Electronics'],['Horror'],['Smartphone'],Low,3.0,9,365,89,311,True,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0
342,Michelle Ferguson,nathan22@example.org,nathan22,1967-12-20,East Elizabeth,2024-02-05,2025-02-04,Mastercard,Manual,Frequent,['Books'],['Romance'],['Smart TV'],Low,3.5,3,365,58,351,True,False,False,True,0,0,0,1,0,0,0,0,0,0,1,0
343,Derek Mercer,kristina99@example.net,kristina99,1934-08-14,Hunterland,2024-04-11,2025-04-11,Amex,Manual,Occasional,['Books'],['Documentary'],['Tablet'],Low,4.3,4,365,91,285,False,True,True,False,0,0,1,0,1,0,0,0,0,0,0,0
344,Heather Howard,robinsonduane@example.com,robinsonduane,1994-06-03,East Josephside,2024-03-01,2025-03-01,Visa,Manual,Occasional,['Clothing'],['Romance'],['Tablet'],High,3.3,6,365,31,326,True,False,True,False,0,0,1,0,0,0,0,0,0,0,1,0
345,Cynthia Phillips,carlsonrachel@example.net,carlsonrachel,1995-01-04,South Adamland,2024-01-08,2025-01-07,Mastercard,Auto-renew,Frequent,['Books'],['Comedy'],['Smartphone'],Low,3.6,3,365,30,379,False,True,True,False,0,0,0,0,0,0,1,0,0,0,0,1
346,Matthew Ruiz,april31@example.com,april31,1940-10-19,Martinfort,2024-04-01,2025-04-01,Visa,Auto-renew,Regular,['Electronics'],['Drama'],['Tablet'],High,4.0,2,365,85,295,False,True,False,True,0,0,1,0,0,0,0,0,1,0,0,0
347,Charles Nelson,kaylaschultz@example.com,kaylaschultz,1950-12-04,Erichaven,2024-01-06,2025-01-05,Mastercard,Manual,Occasional,['Books'],['Drama'],['Tablet'],High,3.2,10,365,75,381,False,True,False,True,0,0,1,0,0,0,0,0,1,0,0,1
348,Patrick Clarke,debra06@example.net,debra06,1948-01-10,Lake Tarastad,2024-02-27,2025-02-26,Visa,Manual,Frequent,['Books'],['Romance'],['Smart TV'],Medium,3.9,3,365,77,329,True,False,True,False,0,0,0,1,0,0,0,0,0,0,1,0
349,Ruben Martinez,williamsariel@example.net,williamsariel,1976-06-27,Brittanyburgh,2024-03-21,2025-03-21,Amex,Manual,Regular,['Books'],['Documentary'],['Smartphone'],Low,4.9,0,365,49,306,False,True,False,True,0,0,0,0,1,0,0,0,0,0,0,0
350,Michael Chang,tammygonzales@example.net,tammygonzales,1980-12-18,Crossborough,2024-02-24,2025-02-23,Visa,Auto-renew,Regular,['Books'],['Comedy'],['Smart TV'],Medium,4.5,8,365,45,332,True,False,True,False,0,0,0,1,0,0,1,0,0,0,0,0
351,Connie Fischer,lwatson@example.org,lwatson,1935-11-23,North Brandonburgh,2024-01-20,2025-01-19,Visa,Auto-renew,Regular,['Electronics'],['Horror'],['Tablet'],High,4.0,5,365,90,367,True,False,True,False,0,0,1,0,0,1,0,0,0,0,0,1
352,Joseph Williams,jaredlynch@example.org,jaredlynch,2004-09-30,Lake Margaretport,2024-02-24,2025-02-23,Visa,Auto-renew,Occasional,['Electronics'],['Action'],['Tablet'],Medium,4.1,3,365,21,332,False,True,True,False,0,0,1,0,0,0,0,1,0,0,0,0
353,David Stokes,ksmith@example.org,ksmith,1967-01-03,Javierfort,2024-03-25,2025-03-25,Mastercard,Manual,Frequent,['Clothing'],['Romance'],['Smartphone'],Medium,4.9,2,365,58,302,False,True,False,True,0,0,0,0,0,0,0,0,0,0,1,0
354,Dawn Vazquez,hgarcia@example.org,hgarcia,1937-09-11,Belindamouth,2024-01-02,2025-01-01,Visa,Manual,Occasional,['Clothing'],['Sci-Fi'],['Tablet'],High,4.6,6,365,88,385,True,False,False,True,0,0,1,0,0,0,0,0,0,1,0,1
355,Carrie Jackson,dpowell@example.net,dpowell,1977-10-06,Christineport,2024-04-13,2025-04-13,Mastercard,Manual,Regular,['Books'],['Romance'],['Tablet'],High,4.8,9,365,48,283,False,True,True,False,0,0,1,0,0,0,0,0,0,0,1,0
356,Kathleen Mclaughlin,james28@example.com,james28,1984-06-19,New Jennifer,2024-03-16,2025-03-16,Amex,Manual,Frequent,['Electronics'],['Sci-Fi'],['Smartphone'],Low,3.8,7,365,41,311,True,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0
357,Tim Hernandez,michael28@example.org,michael28,1941-01-30,North Jessica,2024-01-22,2025-01-21,Amex,Manual,Occasional,['Books'],['Comedy'],['Tablet'],Low,4.2,5,365,84,365,True,False,False,True,0,0,1,0,0,0,1,0,0,0,0,1
358,William Stephens,langmary@example.net,langmary,1955-03-21,Scottton,2024-03-28,2025-03-28,Amex,Manual,Regular,['Electronics'],['Romance'],['Smart TV'],Low,3.8,1,365,70,299,True,False,False,True,0,0,0,1,0,0,0,0,0,0,1,0
359,Misty Lopez,clayblake@example.net,clayblake,1943-09-19,Port Cole,2024-03-25,2025-03-25,Visa,Auto-renew,Regular,['Books'],['Sci-Fi'],['Smart TV'],Medium,3.1,9,365,82,302,False,True,True,False,0,0,0,1,0,0,0,0,0,1,0,0
360,Teresa Richardson,stacywolfe@example.com,stacywolfe,1978-07-28,Port Jonathan,2024-01-25,2025-01-24,Mastercard,Manual,Regular,['Books'],['Horror'],['Smart TV'],Low,3.8,3,365,47,362,True,False,True,False,0,0,0,1,0,1,0,0,0,0,0,0
361,Donald Davis,frenchgail@example.com,frenchgail,1984-03-16,East Christopherside,2024-01-19,2025-01-18,Amex,Auto-renew,Frequent,['Books'],['Documentary'],['Smartphone'],Low,4.1,5,365,41,368,True,False,True,False,0,0,0,0,1,0,0,0,0,0,0,1
362,Kenneth Lopez,delgadokayla@example.org,delgadokayla,1989-09-22,Barnesland,2024-01-11,2025-01-10,Amex,Manual,Regular,['Books'],['Drama'],['Tablet'],Medium,3.0,2,365,36,376,True,False,False,True,0,0,1,0,0,0,0,0,1,0,0,1
363,Maria Johnson,connorfranklin@example.com,connorfranklin,1992-03-25,New Cory,2024-01-24,2025-01-23,Visa,Auto-renew,Frequent,['Books'],['Sci-Fi'],['Smartphone'],Medium,4.4,4,365,33,363,True,False,True,False,0,0,0,0,0,0,0,0,0,1,0,0
364,Robert Nelson,josephalvarez@example.org,josephalvarez,1940-08-23,Stevenview,2024-02-22,2025-02-21,Amex,Manual,Occasional,['Clothing'],['Horror'],['Tablet'],Low,3.9,2,365,85,334,True,False,False,True,0,0,1,0,0,1,0,0,0,0,0,0
365,James Villa,jenniferwallace@example.org,jenniferwallace,1946-07-26,Stephensshire,2024-01-03,2025-01-02,Amex,Auto-renew,Occasional,['Electronics'],['Action'],['Smartphone'],High,3.7,8,365,79,384,True,False,True,False,0,0,0,0,0,0,0,1,0,0,0,1
366,Ryan Deleon,tanya47@example.org,tanya47,1999-11-22,Dawnfurt,2024-03-14,2025-03-14,Mastercard,Manual,Frequent,['Clothing'],['Sci-Fi'],['Smartphone'],Low,3.1,9,365,26,313,True,False,True,False,0,0,0,0,0,0,0,0,0,1,0,0
367,Patricia Bell,lpowell@example.net,lpowell,1984-12-12,South Garyborough,2024-03-22,2025-03-22,Amex,Manual,Occasional,['Clothing'],['Romance'],['Smartphone'],High,3.7,3,365,41,305,True,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0
368,Corey Cannon,christopherwilkerson@example.net,christopherwilkerson,1990-03-31,East Crystal,2024-04-12,2025-04-12,Mastercard,Manual,Regular,['Electronics'],['Action'],['Tablet'],Low,4.5,2,365,35,284,False,True,True,False,0,0,1,0,0,0,0,1,0,0,0,0
369,Katherine Hinton,jbaker@example.net,jbaker,1999-09-30,Angelahaven,2024-01-02,2025-01-01,Amex,Auto-renew,Frequent,['Books'],['Horror'],['Smartphone'],Medium,3.8,1,365,26,385,True,False,True,False,0,0,0,0,0,1,0,0,0,0,0,1
370,Amy Spencer,vriley@example.com,vriley,1975-02-13,East Katherine,2024-01-11,2025-01-10,Visa,Auto-renew,Frequent,['Books'],['Horror'],['Smartphone'],Low,4.9,5,365,50,376,True,False,True,False,0,0,0,0,0,1,0,0,0,0,0,1
371,Michele Dawson,stewartmadison@example.net,stewartmadison,1962-06-19,Lake Joseph,2024-03-01,2025-03-01,Mastercard,Auto-renew,Regular,['Clothing'],['Horror'],['Tablet'],Low,4.2,10,365,63,326,True,False,True,False,0,0,1,0,0,1,0,0,0,0,0,0
372,Jay Phillips,yvette22@example.com,yvette22,1959-08-14,New Sheila,2024-02-05,2025-02-04,Amex,Manual,Occasional,['Electronics'],['Comedy'],['Smart TV'],Medium,4.6,5,365,66,351,True,False,True,False,0,0,0,1,0,0,1,0,0,0,0,0
373,Brian Greene,nancychang@example.net,nancychang,1968-02-12,South Jane,2024-04-10,2025-04-10,Visa,Manual,Regular,['Electronics'],['Action'],['Smart TV'],Medium,4.6,4,365,57,286,False,True,False,True,0,0,0,1,0,0,0,1,0,0,0,0
374,Timothy Cox,stephen87@example.net,stephen87,1963-06-07,New John,2024-02-07,2025-02-06,Visa,Manual,Regular,['Clothing'],['Sci-Fi'],['Smart TV'],Medium,3.9,4,365,62,349,False,True,True,False,0,0,0,1,0,0,0,0,0,1,0,0
375,Robert Nelson,bacosta@example.com,bacosta,1974-10-04,Andersonstad,2024-02-03,2025-02-02,Mastercard,Auto-renew,Regular,['Books'],['Sci-Fi'],['Smartphone'],Medium,3.7,3,365,51,353,True,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0
376,Thomas Castro,wilkinsonrachel@example.com,wilkinsonrachel,1966-11-28,Markfort,2024-02-01,2025-01-31,Amex,Auto-renew,Regular,['Electronics'],['Comedy'],['Smart TV'],Low,4.8,10,365,59,355,True,False,True,False,0,0,0,1,0,0,1,0,0,0,0,0
377,Victor Armstrong,durancolin@example.org,durancolin,1963-01-24,North Robertahaven,2024-04-05,2025-04-05,Visa,Manual,Regular,['Books'],['Comedy'],['Smartphone'],High,4.8,7,365,62,291,True,False,False,True,0,0,0,0,0,0,1,0,0,0,0,0
378,Anne Smith,smithlee@example.net,smithlee,1961-10-05,Lake Autumnside,2024-01-31,2025-01-30,Visa,Auto-renew,Frequent,['Electronics'],['Action'],['Smartphone'],Medium,3.5,8,365,64,356,True,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0
379,Jerry Dawson,ielliott@example.net,ielliott,1972-03-05,Glovermouth,2024-03-29,2025-03-29,Amex,Manual,Frequent,['Clothing'],['Romance'],['Tablet'],Low,4.7,3,365,53,298,False,True,False,True,0,0,1,0,0,0,0,0,0,0,1,0
380,Samantha Lucas,gregorybrittney@example.net,gregorybrittney,1951-03-25,North Kelly,2024-03-19,2025-03-19,Amex,Auto-renew,Frequent,['Electronics'],['Horror'],['Smartphone'],High,4.8,4,365,74,308,True,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0
381,Jennifer Romero,gatescharles@example.org,gatescharles,1939-06-16,North Markmouth,2024-04-10,2025-04-10,Visa,Manual,Occasional,['Books'],['Horror'],['Smartphone'],High,4.4,6,365,86,286,False,True,False,True,0,0,0,0,0,1,0,0,0,0,0,0
382,Taylor Mcclure,yjones@example.net,yjones,1942-07-10,Elizabethstad,2024-02-02,2025-02-01,Mastercard,Auto-renew,Occasional,['Books'],['Action'],['Tablet'],Low,4.1,8,365,83,354,False,True,False,True,0,0,1,0,0,0,0,1,0,0,0,0
383,Jeffery Spence,xthomas@example.org,xthomas,1998-02-08,Port Glenn,2024-03-04,2025-03-04,Mastercard,Manual,Frequent,['Electronics'],['Comedy'],['Tablet'],High,4.7,4,365,27,323,True,False,False,True,0,0,1,0,0,0,1,0,0,0,0,0
384,Nicholas Curry,jodiweiss@example.net,jodiweiss,1956-08-09,West Joelton,2024-03-25,2025-03-25,Mastercard,Auto-renew,Frequent,['Electronics'],['Horror'],['Tablet'],Medium,3.4,0,365,69,302,True,False,True,False,0,0,1,0,0,1,0,0,0,0,0,0
385,Benjamin Kelly,prodriguez@example.net,prodriguez,1975-07-27,West Williamville,2024-02-07,2025-02-06,Mastercard,Manual,Occasional,['Books'],['Comedy'],['Smartphone'],Low,3.9,3,365,50,349,True,False,True,False,0,0,0,0,0,0,1,0,0,0,0,0
386,Nicholas Nicholson,megan54@example.org,megan54,1981-03-26,Michaelborough,2024-01-07,2025-01-06,Visa,Auto-renew,Frequent,['Clothing'],['Drama'],['Smartphone'],Low,4.5,9,365,44,380,False,True,True,False,0,0,0,0,0,0,0,0,1,0,0,1
387,Frances Wilson,brittany61@example.net,brittany61,1957-04-09,New Mark,2024-01-26,2025-01-25,Amex,Auto-renew,Occasional,['Clothing'],['Comedy'],['Smartphone'],Low,3.1,6,365,68,361,False,True,True,False,0,0,0,0,0,0,1,0,0,0,0,0
388,Richard Soto,simmonssandra@example.com,simmonssandra,2002-09-25,Tylerberg,2024-01-16,2025-01-15,Mastercard,Auto-renew,Frequent,['Electronics'],['Horror'],['Smartphone'],High,3.2,1,365,23,371,True,False,True,False,0,0,0,0,0,1,0,0,0,0,0,1
389,Angela Walker,martinezsamuel@example.com,martinezsamuel,1980-12-08,Timothyview,2024-02-19,2025-02-18,Amex,Manual,Occasional,['Clothing'],['Horror'],['Smart TV'],Low,3.7,9,365,45,337,False,True,True,False,0,0,0,1,0,1,0,0,0,0,0,0
390,Carl Parker,oanderson@example.org,oanderson,1961-05-28,Leeport,2024-01-06,2025-01-05,Mastercard,Auto-renew,Regular,['Clothing'],['Drama'],['Smart TV'],High,4.7,7,365,64,381,False,True,False,True,0,0,0,1,0,0,0,0,1,0,0,1
391,Brooke Stewart,johnramirez@example.com,johnramirez,1959-04-25,West Mary,2024-04-10,2025-04-10,Mastercard,Auto-renew,Frequent,['Books'],['Sci-Fi'],['Smart TV'],High,3.8,4,365,66,286,False,True,False,True,0,0,0,1,0,0,0,0,0,1,0,0
392,Amy Vasquez DDS,tcooper@example.net,tcooper,1955-09-16,Cruzborough,2024-03-11,2025-03-11,Visa,Manual,Occasional,['Clothing'],['Comedy'],['Smartphone'],Medium,4.8,9,365,70,316,False,True,True,False,0,0,0,0,0,0,1,0,0,0,0,0
393,Joshua Powell,kellypeter@example.org,kellypeter,1965-03-09,Brianmouth,2024-03-25,2025-03-25,Visa,Auto-renew,Frequent,['Books'],['Romance'],['Smartphone'],High,5.0,6,365,60,302,False,True,True,False,0,0,0,0,0,0,0,0,0,0,1,0
394,Whitney White,darlene61@example.org,darlene61,1963-04-17,Veronicabury,2024-02-03,2025-02-02,Amex,Auto-renew,Occasional,['Electronics'],['Horror'],['Smartphone'],Medium,4.5,9,365,62,353,True,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0
395,Rhonda Coleman,ehudson@example.com,ehudson,2002-03-25,Tonyaberg,2024-03-01,2025-03-01,Amex,Auto-renew,Frequent,['Clothing'],['Horror'],['Smart TV'],Medium,3.1,10,365,23,326,False,True,False,True,0,0,0,1,0,1,0,0,0,0,0,0
396,Jason Schmidt,ryanwalsh@example.com,ryanwalsh,1944-04-26,Jeffreyport,2024-03-27,2025-03-27,Mastercard,Auto-renew,Regular,['Electronics'],['Drama'],['Smart TV'],Low,3.2,0,365,81,300,False,True,True,False,0,0,0,1,0,0,0,0,1,0,0,0
397,Andrew Johnson,thomascallahan@example.org,thomascallahan,1957-12-17,Port Sue,2024-03-04,2025-03-04,Visa,Manual,Frequent,['Electronics'],['Horror'],['Tablet'],Medium,4.5,1,365,68,323,False,True,True,False,0,0,1,0,0,1,0,0,0,0,0,0
